stage,ethnicity,age_group,year,prevalence,lower,upper
K3a,overall,41-50,2048,0.68,0.66,0.69
K3b,overall,41-50,2048,0.16,0.14,0.18
K4,overall,41-50,2048,0.02,0.02,0.03
K5,overall,41-50,2048,0.01,0.01,0.01
K1,overall,51-60,2048,15.99,13.42,18.55
K2,overall,51-60,2048,8.52,7.93,9.11
K3a,overall,51-60,2048,2.19,2.06,2.32
K3b,overall,51-60,2048,0.99,0.87,1.1
K4,overall,51-60,2048,0.22,0.16,0.28
K5,overall,51-60,2048,0.15,0.08,0.21
K1,overall,61-70,2048,15.72,13.47,17.97
K2,overall,61-70,2048,13.55,12.61,14.5
K3a,overall,61-70,2048,4.98,4.83,5.12
K3b,overall,61-70,2048,3.62,3.31,3.93
K4,overall,61-70,2048,0.95,0.73,1.17
K5,overall,61-70,2048,0.81,0.47,1.15
K1,overall,71-80,2048,13.69,11.83,15.55
K2,overall,71-80,2048,17.83,16.44,19.22
K3a,overall,71-80,2048,7.49,7.46,7.53
K3b,overall,71-80,2048,7.9,7.55,8.24
K4,overall,71-80,2048,2.39,2.03,2.74
K5,overall,71-80,2048,1.87,1.22,2.52
K1,overall,80+,2048,12.55,10.66,14.45
K2,overall,80+,2048,23.19,21.09,25.29
K3a,overall,80+,2048,8.24,8.15,8.33
K3b,overall,80+,2048,10.35,10.04,10.65
K4,overall,80+,2048,3.03,2.66,3.4
K5,overall,80+,2048,1.34,0.86,1.81
K1,overall,Overall,2049,13.79,11.8,15.78
K2,overall,Overall,2049,9.66,8.97,10.34
K3a,overall,Overall,2049,3.17,3.13,3.21
K3b,overall,Overall,2049,2.89,2.76,3.02
K4,overall,Overall,2049,0.82,0.69,0.95
K5,overall,Overall,2049,0.55,0.36,0.75
K1,chn,Overall,2049,9.6,7.91,11.28
K2,chn,Overall,2049,10.15,9.22,11.09
K3a,chn,Overall,2049,4.36,4.32,4.4
K3b,chn,Overall,2049,4.07,3.91,4.23
K4,chn,Overall,2049,1.17,1.01,1.34
K5,chn,Overall,2049,0.69,0.45,0.93
K1,mal,Overall,2049,17.58,15.28,19.88
K2,mal,Overall,2049,8.35,8.0,8.7
K3a,mal,Overall,2049,1.87,1.82,1.93
K3b,mal,Overall,2049,1.94,1.84,2.05
K4,mal,Overall,2049,0.53,0.43,0.62
K5,mal,Overall,2049,0.31,0.19,0.43
K1,ind,Overall,2049,10.49,8.9,12.07
K2,ind,Overall,2049,13.48,12.14,14.81
K3a,ind,Overall,2049,4.93,4.95,4.92
K3b,ind,Overall,2049,3.51,3.37,3.66
K4,ind,Overall,2049,1.1,0.93,1.28
K5,ind,Overall,2049,1.11,0.75,1.47
K1,overall,18-30,2049,6.19,5.32,7.06
K2,overall,18-30,2049,0.64,0.59,0.7
K3a,overall,18-30,2049,0.05,0.05,0.04
K3b,overall,18-30,2049,0.0,0.0,0.0
K4,overall,18-30,2049,0.0,0.0,0.0
K5,overall,18-30,2049,0.0,0.0,0.0
K1,overall,31-40,2049,13.35,11.64,15.06
K2,overall,31-40,2049,2.16,2.03,2.28
K3a,overall,31-40,2049,0.16,0.15,0.17
K3b,overall,31-40,2049,0.02,0.02,0.02
K4,overall,31-40,2049,0.0,0.0,0.0
K5,overall,31-40,2049,0.0,0.0,0.0
K1,overall,41-50,2049,16.79,14.33,19.24
K2,overall,41-50,2049,5.07,4.74,5.41
K3a,overall,41-50,2049,0.68,0.67,0.7
K3b,overall,41-50,2049,0.16,0.14,0.18
K4,overall,41-50,2049,0.03,0.02,0.03
K5,overall,41-50,2049,0.01,0.01,0.01
K1,overall,51-60,2049,16.31,13.73,18.89
K2,overall,51-60,2049,8.78,8.17,9.39
K3a,overall,51-60,2049,2.22,2.1,2.34
K3b,overall,51-60,2049,1.03,0.9,1.17
K4,overall,51-60,2049,0.23,0.17,0.29
K5,overall,51-60,2049,0.16,0.09,0.23
K1,overall,61-70,2049,15.91,13.64,18.19
K2,overall,61-70,2049,13.79,12.85,14.74
K3a,overall,61-70,2049,5.02,4.9,5.14
K3b,overall,61-70,2049,3.67,3.38,3.95
K4,overall,61-70,2049,0.97,0.74,1.21
K5,overall,61-70,2049,0.84,0.51,1.17
K1,overall,71-80,2049,13.75,11.89,15.6
K2,overall,71-80,2049,17.99,16.6,19.38
K3a,overall,71-80,2049,7.55,7.51,7.59
K3b,overall,71-80,2049,7.98,7.62,8.34
K4,overall,71-80,2049,2.4,2.03,2.77
K5,overall,71-80,2049,1.92,1.26,2.59
K1,overall,80+,2049,12.7,10.79,14.6
K2,overall,80+,2049,23.43,21.34,25.51
K3a,overall,80+,2049,8.24,8.15,8.33
K3b,overall,80+,2049,10.3,10.01,10.59
K4,overall,80+,2049,3.05,2.67,3.42
K5,overall,80+,2049,1.29,0.87,1.71
K1,overall,Overall,2050,13.93,11.93,15.93
K2,overall,Overall,2050,9.85,9.14,10.57
K3a,overall,Overall,2050,3.21,3.18,3.25
K3b,overall,Overall,2050,2.92,2.8,3.05
K4,overall,Overall,2050,0.85,0.72,0.98
K5,overall,Overall,2050,0.57,0.38,0.77
K1,chn,Overall,2050,9.65,7.96,11.33
K2,chn,Overall,2050,10.35,9.38,11.32
K3a,chn,Overall,2050,4.43,4.4,4.46
K3b,chn,Overall,2050,4.14,3.98,4.3
K4,chn,Overall,2050,1.21,1.04,1.39
K5,chn,Overall,2050,0.71,0.47,0.95
K1,mal,Overall,2050,17.81,15.49,20.12
K2,mal,Overall,2050,8.55,8.18,8.92
K3a,mal,Overall,2050,1.9,1.84,1.95
K3b,mal,Overall,2050,1.96,1.85,2.07
K4,mal,Overall,2050,0.54,0.45,0.63
K5,mal,Overall,2050,0.33,0.21,0.45
K1,ind,Overall,2050,10.52,8.93,12.12
K2,ind,Overall,2050,13.64,12.28,15.0
K3a,ind,Overall,2050,5.02,5.05,4.98
K3b,ind,Overall,2050,3.56,3.42,3.7
K4,ind,Overall,2050,1.14,0.95,1.33
K5,ind,Overall,2050,1.18,0.78,1.57
K1,overall,18-30,2050,6.21,5.32,7.11
K2,overall,18-30,2050,0.65,0.59,0.71
K3a,overall,18-30,2050,0.05,0.05,0.04
K3b,overall,18-30,2050,0.0,0.0,0.0
K4,overall,18-30,2050,0.0,0.0,0.0
K5,overall,18-30,2050,0.0,0.0,0.0
K1,overall,31-40,2050,13.36,11.68,15.05
K2,overall,31-40,2050,2.17,2.03,2.3
K3a,overall,31-40,2050,0.16,0.15,0.17
K3b,overall,31-40,2050,0.02,0.02,0.02
K4,overall,31-40,2050,0.0,0.0,0.0
K5,overall,31-40,2050,0.0,0.0,0.0
K1,overall,41-50,2050,16.94,14.44,19.44
K2,overall,41-50,2050,5.15,4.82,5.48
K3a,overall,41-50,2050,0.69,0.68,0.7
K3b,overall,41-50,2050,0.16,0.14,0.19
K4,overall,41-50,2050,0.03,0.02,0.03
K5,overall,41-50,2050,0.01,0.01,0.01
K1,overall,51-60,2050,16.59,13.99,19.18
K2,overall,51-60,2050,9.05,8.41,9.69
K3a,overall,51-60,2050,2.29,2.19,2.39
K3b,overall,51-60,2050,1.05,0.91,1.18
K4,overall,51-60,2050,0.24,0.18,0.31
K5,overall,51-60,2050,0.16,0.09,0.23
K1,overall,61-70,2050,16.1,13.85,18.34
K2,overall,61-70,2050,13.99,12.98,15.0
K3a,overall,61-70,2050,5.03,4.88,5.18
K3b,overall,61-70,2050,3.66,3.39,3.93
K4,overall,61-70,2050,1.02,0.77,1.28
K5,overall,61-70,2050,0.86,0.52,1.21
K1,overall,71-80,2050,13.85,11.99,15.71
K2,overall,71-80,2050,18.17,16.75,19.58
K3a,overall,71-80,2050,7.53,7.55,7.52
K3b,overall,71-80,2050,8.03,7.66,8.41
K4,overall,71-80,2050,2.44,2.08,2.8
K5,overall,71-80,2050,1.97,1.29,2.65
K1,overall,80+,2050,12.82,10.88,14.77
K2,overall,80+,2050,23.65,21.52,25.77
K3a,overall,80+,2050,8.31,8.2,8.42
K3b,overall,80+,2050,10.26,9.99,10.53
K4,overall,80+,2050,3.04,2.67,3.4
K5,overall,80+,2050,1.33,0.94,1.71
